number	year	rinc_citations	scopus_citations	title	title_ru	title_ru_display	title_en	title_en_source	authors	venue	venue_ru	venue_en	venue_en_source	volume	issue	pages	doi	url	gost_ru	apa_en	sources
53	2020	5		SUPERCONDUCTING AND ANTIFERROMAGNETIC PROPERTIES OF DUAL-PHASE V 3 GA	Superconducting and antiferromagnetic properties of dual-phase v 3 ga	Superconducting and antiferromagnetic properties of dual-phase v 3 ga	SUPERCONDUCTING AND ANTIFERROMAGNETIC PROPERTIES OF DUAL-PHASE V 3 GA	existing_publication	Jamer M.E., Wilfong B., Naphy J., Buchelnikov V.D., Sokolovskiy V.V., Miroshkina O.N., Zagrebin M.A., Baigutlin D.R., Pulkkinen A., Barbiellini B., Assaf B.A., Lewis L.H., Bansil A., Heiman D.	Applied Physics Letters	Applied Physics Letters	Applied Physics Letters	existing_publication	117	6	062401	10.1063/5.0015535	https://www.elibrary.ru/item.asp?id=45315947	Jamer M.E., Wilfong B., Naphy J., Buchelnikov V.D., Sokolovskiy V.V., Miroshkina O.N., Zagrebin M.A., Baigutlin D.R., Pulkkinen A., Barbiellini B., Assaf B.A., Lewis L.H., Bansil A., Heiman D. Superconducting and antiferromagnetic properties of dual-phase v 3 ga. // Applied Physics Letters. 2020. Т. 117. № 6. С. 062401. URL: https://www.elibrary.ru/item.asp?id=45315947.	Jamer, M. E., Wilfong B., Naphy J., Buchelnikov, V. D., Sokolovskiy, V. V., Miroshkina, O. N., Zagrebin, M. A., Baigutlin, D. R., & et al. (2020). Superconducting and antiferromagnetic properties of dual-phase v 3 ga. Applied Physics Letters, 117(6), 062401. https://www.elibrary.ru/item.asp?id=45315947	eLibrary/RSCI,crossref_api,openalex_api,orcid_public_api,elibrary
54	2020	4	2	STATISTICAL MODEL FOR THE MARTENSITIC TRANSFORMATION SIMULATION IN HEUSLER ALLOYS	Statistical model for the martensitic transformation simulation in heusler alloys	Statistical model for the martensitic transformation simulation in heusler alloys	STATISTICAL MODEL FOR THE MARTENSITIC TRANSFORMATION SIMULATION IN HEUSLER ALLOYS	existing_publication	Miroshkina O.N., Sokolovskiy V.V., Baigutlin D.R., Zagrebin M.A., Taskaev S.V., Buchelnikov V.D.	Physica B: Condensed Matter	Physica B: Condensed Matter	Physica B: Condensed Matter	existing_publication	578	а	411874-411874	10.1016/j.physb.2019.411874	https://www.elibrary.ru/item.asp?id=43215030	Miroshkina O.N., Sokolovskiy V.V., Baigutlin D.R., Zagrebin M.A., Taskaev S.V., Buchelnikov V.D. Statistical model for the martensitic transformation simulation in heusler alloys. // Physica B: Condensed Matter. 2020. Т. 578. С. 411874. URL: https://www.elibrary.ru/item.asp?id=43215030.	Miroshkina, O. N., Sokolovskiy, V. V., Baigutlin, D. R., Zagrebin, M. A., Taskaev, S. V., & Buchelnikov, V. D. (2020). Statistical model for the martensitic transformation simulation in heusler alloys. Physica B: Condensed Matter, 578, 411874. https://www.elibrary.ru/item.asp?id=43215030	eLibrary/RSCI,openalex_api,orcid_public_api,elibrary,scopus
55	2020	0	5	Phase transformations in Ni(Co)-Mn(Cr,C)-(In,Sn) alloys: an ab initio study	Phase transformations in Ni(Co)-Mn(Cr, C)-(In, Sn) alloys: an ab initio study	Phase transformations in Ni(Co)-Mn(Cr, C)-(In, Sn) alloys: an ab initio study	Phase transformations in Ni(Co)-Mn(Cr,C)-(In,Sn) alloys: an ab initio study	existing_publication	Buchelnikov V.D., Sokolovskiy V.V., Miroshkina O.N., Baigutlin D.R., Zagrebin M.A.	Physics of Metals and Metallography	Physics of Metals and Metallography	Physics of Metals and Metallography	existing_publication	121	3	202-209	10.1134/S0031918X20020039	https://www.elibrary.ru/item.asp?id=43297704	Buchelnikov V.D., Sokolovskiy V.V., Miroshkina O.N., Baigutlin D.R., Zagrebin M.A. Phase transformations in Ni(Co)-Mn(Cr, C)-(In, Sn) alloys: an ab initio study. // Physics of Metals and Metallography. 2020. Vol. 121. No. 3. P. 202-209. DOI: 10.1134/S0031918X20020039.	Buchelnikov, V. D., Sokolovskiy, V. V., Miroshkina, O. N., Baigutlin, D. R., & Zagrebin, M. A. (2020). Phase transformations in Ni(Co)-Mn(Cr,C)-(In,Sn) alloys: an ab initio study. Physics of Metals and Metallography, 121(3), 202–209. https://doi.org/10.1134/S0031918X20020039	DOI,eLibrary/RSCI,openalex_api,orcid_public_api,scopus
56	2020	12		EXCHANGE-CORRELATION CORRECTIONS FOR ELECTRONIC PROPERTIES OF HALF-METALLIC CO 2 FESI AND NONMAGNETIC SEMICONDUCTOR COFETIAL	Exchange-correlation corrections for electronic properties of half-metallic co 2 fesi and nonmagnetic semiconductor cofetial	Exchange-correlation corrections for electronic properties of half-metallic co 2 fesi and nonmagnetic semiconductor cofetial	EXCHANGE-CORRELATION CORRECTIONS FOR ELECTRONIC PROPERTIES OF HALF-METALLIC CO 2 FESI AND NONMAGNETIC SEMICONDUCTOR COFETIAL	existing_publication	Miroshkina O.N., Baigutlin D.R., Sokolovskiy V.V., Zagrebin M.A., Buchelnikov V.D., Pulkkinen A., Barbiellini B., Lähderanta E.	Journal of Applied Physics	Journal of Applied Physics	Journal of Applied Physics	existing_publication	127	17	175108	10.1063/5.0006201	https://www.elibrary.ru/item.asp?id=45096288	Miroshkina O.N., Baigutlin D.R., Sokolovskiy V.V., Zagrebin M.A., Buchelnikov V.D., Pulkkinen A., Barbiellini B., Lähderanta E. Exchange-correlation corrections for electronic properties of half-metallic co 2 fesi and nonmagnetic semiconductor cofetial. // Journal of Applied Physics. 2020. Т. 127. № 17. С. 175108. URL: https://www.elibrary.ru/item.asp?id=45096288.	Miroshkina, O. N., Baigutlin, D. R., Sokolovskiy, V. V., Zagrebin, M. A., Buchelnikov, V. D., Pulkkinen A., Barbiellini B., & Lähderanta E. (2020). Exchange-correlation corrections for electronic properties of half-metallic co 2 fesi and nonmagnetic semiconductor cofetial. Journal of Applied Physics, 127(17), 175108. https://www.elibrary.ru/item.asp?id=45096288	eLibrary/RSCI,crossref_api,orcid_public_api,elibrary
57	2020	19	18	ELECTRONIC STRUCTURE BEYOND THE GENERALIZED GRADIENT APPROXIMATION FOR NI2MNGA	Electronic structure beyond the generalized gradient approximation for ni2mnga	Electronic structure beyond the generalized gradient approximation for ni2mnga	ELECTRONIC STRUCTURE BEYOND THE GENERALIZED GRADIENT APPROXIMATION FOR NI2MNGA	existing_publication	Baigutlin D.R., Sokolovskiy V.V., Miroshkina O.N., Zagrebin M.A., Buchelnikov V.D., Nokelainen J., Pulkkinen A., Barbiellini B., Pussi K., Lähderanta E., Zayak A.T.	Physical Review B	Physical Review B	Physical Review B	existing_publication	102	4	045127	10.1103/physrevb.102.045127	https://www.elibrary.ru/item.asp?id=45235515	Baigutlin D.R., Sokolovskiy V.V., Miroshkina O.N., Zagrebin M.A., Buchelnikov V.D., Nokelainen J., Pulkkinen A., Barbiellini B., Pussi K., Lähderanta E., Zayak A.T. Electronic structure beyond the generalized gradient approximation for ni2mnga. // Physical Review B. 2020. Т. 102. № 4. С. 045127. URL: https://www.elibrary.ru/item.asp?id=45235515.	Baigutlin, D. R., Sokolovskiy, V. V., Miroshkina, O. N., Zagrebin, M. A., Buchelnikov, V. D., Nokelainen J., Pulkkinen A., Barbiellini B., & et al. (2020). Electronic structure beyond the generalized gradient approximation for ni2mnga. Physical Review B, 102(4), 045127. https://www.elibrary.ru/item.asp?id=45235515	eLibrary/RSCI,openalex_api,orcid_public_api,elibrary,scopus
58	2020	33	32	COULOMB CORRELATION IN NONCOLLINEAR ANTIFERROMAGNETIC α-MN	Coulomb correlation in noncollinear antiferromagnetic α-mn	Coulomb correlation in noncollinear antiferromagnetic α-mn	COULOMB CORRELATION IN NONCOLLINEAR ANTIFERROMAGNETIC α-MN	existing_publication	Pulkkinen A., Barbiellini B., Nokelainen J., Baigutlin D., Miroshkina O., Pussi K., Lähderanta E., Lane C., Markiewicz R.S., Bansil A., Sokolovskiy V., Zagrebin M., Buchelnikov V., Sun J.	Physical Review B	Physical Review B	Physical Review B	existing_publication	101	7	075115	10.1103/physrevb.101.075115	https://www.elibrary.ru/item.asp?id=43242809	Pulkkinen A., Barbiellini B., Nokelainen J., Baigutlin D., Miroshkina O., Pussi K., Lähderanta E., Lane C., Markiewicz R.S., Bansil A., Sokolovskiy V., Zagrebin M., Buchelnikov V., Sun J. Coulomb correlation in noncollinear antiferromagnetic α-mn. // Physical Review B. 2020. Т. 101. № 7. С. 075115. URL: https://www.elibrary.ru/item.asp?id=43242809.	Pulkkinen A., Barbiellini B., Nokelainen J., Baigutlin D., Miroshkina O., Pussi K., Lähderanta E., Lane C., & et al. (2020). Coulomb correlation in noncollinear antiferromagnetic α-mn. Physical Review B, 101(7), 075115. https://www.elibrary.ru/item.asp?id=43242809	eLibrary/RSCI,openalex_api,orcid_public_api,elibrary,scopus
	2020			Electronic structure beyond the generalized gradient approximation for Ni2MnGa	Electronic structure beyond the generalized gradient approximation for Ni2MnGa	Electronic structure beyond the generalized gradient approximation for Ni2MnGa	Electronic structure beyond the generalized gradient approximation for Ni2MnGa	existing_publication	Baigutlin, D.R., Sokolovskiy, V.V., Miroshkina, O.N., Zagrebin, M.A., Nokelainen, J., Pulkkinen, A., Barbiellini, B., Pussi, K., Lähderanta, E., Buchelnikov, V.D., Zayak, A.T.	arXiv	arXiv	arXiv	existing_publication				10.48550/arxiv.2008.02553	http://www.scopus.com/inward/record.url?eid=2-s2.0-85171221050&partnerID=MN8TOARS	Baigutlin, D.R., Sokolovskiy, V.V., Miroshkina, O.N., Zagrebin, M.A., Nokelainen, J., Pulkkinen, A., Barbiellini, B., Pussi, K., Lähderanta, E., Buchelnikov, V.D., Zayak, A.T. Electronic structure beyond the generalized gradient approximation for Ni2MnGa. // arXiv. — 2020. — DOI: 10.48550/arxiv.2008.02553.	Baigutlin, D.R., Sokolovskiy, V.V., Miroshkina, O.N., Zagrebin, M.A., Nokelainen, J., Pulkkinen, A., Barbiellini, B., Pussi, K., Lähderanta, E., Buchelnikov, V.D., Zayak, & A.T. (2020). Electronic structure beyond the generalized gradient approximation for Ni2MnGa. arXiv. https://doi.org/10.48550/arxiv.2008.02553	orcid_public_api
	2020		10	Exchange-correlation corrections for electronic properties of half-metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl	Exchange-correlation corrections for electronic properties of half-metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl	Exchange-correlation corrections for electronic properties of half-metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl	Exchange-correlation corrections for electronic properties of half-metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl	existing_publication	Miroshkina O.N.	Journal of Applied Physics	Journal of Applied Physics	Journal of Applied Physics	existing_publication	127	17		10.1063/5.0006201	https://www.scopus.com/record/display.uri?eid=2-s2.0-85097334428	Miroshkina O.N. Exchange-correlation corrections for electronic properties of half-metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl. // Journal of Applied Physics. — 2020. — Т. 127. — № 17. — DOI: 10.1063/5.0006201.	Miroshkina, O. N. (2020). Exchange-correlation corrections for electronic properties of half-metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl. Journal of Applied Physics, 127(17). https://doi.org/10.1063/5.0006201	scopus,crossref_api,orcid_public_api
	2020			Exchange-correlation corrections for electronic properties of half:Metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl	Exchange-correlation corrections for electronic properties of half:Metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl	Exchange-correlation corrections for electronic properties of half:Metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl	Exchange-correlation corrections for electronic properties of half:Metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl	existing_publication	Miroshkina, O.N., Baigutlin, D.R., Sokolovskiy, V.V., Zagrebin, M.A., Pulkkinen, A., Barbiellini, B., Lähderanta, E., Buchelnikov, V.D.	arXiv	arXiv	arXiv	existing_publication				10.48550/arxiv.2005.03383	http://www.scopus.com/inward/record.url?eid=2-s2.0-85169946552&partnerID=MN8TOARS	Miroshkina, O.N., Baigutlin, D.R., Sokolovskiy, V.V., Zagrebin, M.A., Pulkkinen, A., Barbiellini, B., Lähderanta, E., Buchelnikov, V.D. Exchange-correlation corrections for electronic properties of half:Metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl. // arXiv. — 2020. — DOI: 10.48550/arxiv.2005.03383.	Miroshkina, O.N., Baigutlin, D.R., Sokolovskiy, V.V., Zagrebin, M.A., Pulkkinen, A., Barbiellini, B., Lähderanta, E., Buchelnikov, & V.D. (2020). Exchange-correlation corrections for electronic properties of half:Metallic Co2FeSi and nonmagnetic semiconductor CoFeTiAl. arXiv. https://doi.org/10.48550/arxiv.2005.03383	orcid_public_api
	2020		2	Kinetics of phase transformations in fe-ga alloys	Kinetics of phase transformations in fe-ga alloys	Kinetics of phase transformations in fe-ga alloys	Kinetics of phase transformations in fe-ga alloys	existing_publication	Pavlukhina O.O.	Chelyabinsk Physical and Mathematical Journal	Chelyabinsk Physical and Mathematical Journal	Chelyabinsk Physical and Mathematical Journal	existing_publication	5	4-1	471–479	10.47475/2500-0101-2020-15407	https://www.scopus.com/record/display.uri?eid=2-s2.0-85100293216	Pavlukhina O.O. Kinetics of phase transformations in fe-ga alloys. // Chelyabinsk Physical and Mathematical Journal. — 2020. — Т. 5. — № 4-1. — С. 471–479. — DOI: 10.47475/2500-0101-2020-15407.	Pavlukhina, O. O. (2020). Kinetics of phase transformations in fe-ga alloys. Chelyabinsk Physical and Mathematical Journal, 5(4-1), 471–479. https://doi.org/10.47475/2500-0101-2020-15407	scopus
	2020			Superconducting and antiferromagnetic properties of Dual-Phase V3Ga	Superconducting and antiferromagnetic properties of Dual-Phase V3Ga	Superconducting and antiferromagnetic properties of Dual-Phase V3Ga	Superconducting and antiferromagnetic properties of Dual-Phase V3Ga	existing_publication	Jamer, M.E., Wilfong, B., Buchelnikov, V.D., Sokolovskiy, V.V., Miroshkina, O.N., Zagrebin, M.A., Baigutlin, D.R., Naphy, J., Assaf, B.A., Lewis, L.H., Pulkkinen, A., Barbiellini, B., Bansil, A., Heiman, D.	arXiv	arXiv	arXiv	existing_publication				10.48550/arxiv.2005.14348	http://www.scopus.com/inward/record.url?eid=2-s2.0-85170905737&partnerID=MN8TOARS	Jamer, M.E., Wilfong, B., Buchelnikov, V.D., Sokolovskiy, V.V., Miroshkina, O.N., Zagrebin, M.A., Baigutlin, D.R., Naphy, J., Assaf, B.A., Lewis, L.H., Pulkkinen, A., Barbiellini, B., Bansil, A., Heiman, D. Superconducting and antiferromagnetic properties of Dual-Phase V3Ga. // arXiv. — 2020. — DOI: 10.48550/arxiv.2005.14348.	Jamer, M.E., Wilfong, B., Buchelnikov, V.D., Sokolovskiy, V.V., Miroshkina, O.N., Zagrebin, M.A., Baigutlin, D.R., Naphy, J., Assaf, B.A., Lewis, L.H., Pulkkinen, A., Barbiellini, B., Bansil, A., Heiman, & D. (2020). Superconducting and antiferromagnetic properties of Dual-Phase V3Ga. arXiv. https://doi.org/10.48550/arxiv.2005.14348	orcid_public_api
	2020		4	Superconducting and antiferromagnetic properties of dual-phase V3Ga	Superconducting and antiferromagnetic properties of dual-phase V3Ga	Superconducting and antiferromagnetic properties of dual-phase V3Ga	Superconducting and antiferromagnetic properties of dual-phase V3Ga	existing_publication	Jamer M.E.	Applied Physics Letters	Applied Physics Letters	Applied Physics Letters	existing_publication	117	6		10.1063/5.0015535	https://www.scopus.com/record/display.uri?eid=2-s2.0-85090220369	Jamer M.E. Superconducting and antiferromagnetic properties of dual-phase V3Ga. // Applied Physics Letters. — 2020. — Т. 117. — № 6. — DOI: 10.1063/5.0015535.	Jamer, M. E. (2020). Superconducting and antiferromagnetic properties of dual-phase V3Ga. Applied Physics Letters, 117(6). https://doi.org/10.1063/5.0015535	scopus,crossref_api,openalex_api,orcid_public_api
59	2019	19	20	SEGREGATION TENDENCY OF HEUSLER ALLOYS	Segregation tendency of heusler alloys	Segregation tendency of heusler alloys	SEGREGATION TENDENCY OF HEUSLER ALLOYS	existing_publication	Sokolovskiy V.V., Baigutlin D.R., Buchelnikov V.D., Gruner M.E., Entel P., Acet M., Çaklr A.	Physical Review Materials	Physical Review Materials	Physical Review Materials	existing_publication	3	8	084413	10.1103/physrevmaterials.3.084413	https://www.elibrary.ru/item.asp?id=41639822	Sokolovskiy V.V., Baigutlin D.R., Buchelnikov V.D., Gruner M.E., Entel P., Acet M., Çaklr A. Segregation tendency of heusler alloys. // Physical Review Materials. 2019. Т. 3. № 8. С. 084413. URL: https://www.elibrary.ru/item.asp?id=41639822.	Sokolovskiy, V. V., Baigutlin, D. R., Buchelnikov, V. D., Gruner, M. E., Entel P., Acet M., & Çaklr A. (2019). Segregation tendency of heusler alloys. Physical Review Materials, 3(8), 084413. https://www.elibrary.ru/item.asp?id=41639822	eLibrary/RSCI,openalex_api,orcid_public_api,elibrary,scopus
60	2019	1		AB INITIO CALCULATION OF VACANCY FORMATION ENERGY IN ANTIPEROVSKITE MN 3 GAC	Ab initio calculation of vacancy formation energy in antiperovskite mn 3 gac	Ab initio calculation of vacancy formation energy in antiperovskite mn 3 gac	AB INITIO CALCULATION OF VACANCY FORMATION ENERGY IN ANTIPEROVSKITE MN 3 GAC	existing_publication	Baigutlin D.R., Zagrebin M.A., Sokolovskiy V.V., Buchelnikov V.D.	Bulletin of the South Ural State University series Mathematics Mechanics Physics	Bulletin of the South Ural State University. Series: Mathematics. Mechanics. Physics	Bulletin of the South Ural State University series Mathematics Mechanics Physics	existing_publication	11	2	58-64	10.14529/mmph190208	https://www.elibrary.ru/item.asp?id=37317635	Baigutlin D.R., Zagrebin M.A., Sokolovskiy V.V., Buchelnikov V.D. Ab initio calculation of vacancy formation energy in antiperovskite mn 3 gac. // Bulletin of the South Ural State University. Series: Mathematics. Mechanics. Physics. 2019. Т. 11. № 2. С. 58-64. URL: https://www.elibrary.ru/item.asp?id=37317635.	Baigutlin, D. R., Zagrebin, M. A., Sokolovskiy, V. V., & Buchelnikov, V. D. (2019). Ab initio calculation of vacancy formation energy in antiperovskite mn 3 gac. Bulletin of the South Ural State University. Series: Mathematics. Mechanics. Physics, 11(2), 58–64. https://www.elibrary.ru/item.asp?id=37317635	eLibrary/RSCI,openalex_api,elibrary
	2019			Coulomb correlation in noncollinear antiferromagnetic α-Mn	Coulomb correlation in noncollinear antiferromagnetic α-Mn	Coulomb correlation in noncollinear antiferromagnetic α-Mn	Coulomb correlation in noncollinear antiferromagnetic α-Mn	existing_publication	Pulkkinen, A., Barbiellini, B., Nokelainen, J., Sokolovskiy, V., Baigutlin, D., Miroshkina, O., Zagrebin, M., Buchelnikov, V., Lane, C., Markiewicz, R.S., Bansil, A., Sun, J., Pussi, K., Lähderanta, E.	arXiv	arXiv	arXiv	existing_publication				10.48550/arxiv.1904.10291	http://www.scopus.com/inward/record.url?eid=2-s2.0-85170984486&partnerID=MN8TOARS	Pulkkinen, A., Barbiellini, B., Nokelainen, J., Sokolovskiy, V., Baigutlin, D., Miroshkina, O., Zagrebin, M., Buchelnikov, V., Lane, C., Markiewicz, R.S., Bansil, A., Sun, J., Pussi, K., Lähderanta, E. Coulomb correlation in noncollinear antiferromagnetic α-Mn. // arXiv. — 2019. — DOI: 10.48550/arxiv.1904.10291.	Pulkkinen, A., Barbiellini, B., Nokelainen, J., Sokolovskiy, V., Baigutlin, D., Miroshkina, O., Zagrebin, M., Buchelnikov, V., Lane, C., Markiewicz, R.S., Bansil, A., Sun, J., Pussi, K., Lähderanta, & E. (2019). Coulomb correlation in noncollinear antiferromagnetic α-Mn. arXiv. https://doi.org/10.48550/arxiv.1904.10291	orcid_public_api
56	2018	0		УПРУГИЕ СВОЙСТВА СПЛАВОВ ГЕЙСЛЕРА NI(CO)-MN(CR,C)-IN И NI(CO)-MN(CR,C)-IN	УПРУГИЕ СВОЙСТВА СПЛАВОВ ГЕЙСЛЕРА NI(CO)-MN(CR,C)-IN И NI(CO)-MN(CR,C)-IN	УПРУГИЕ СВОЙСТВА СПЛАВОВ ГЕЙСЛЕРА NI(CO)-MN(CR,C)-IN И NI(CO)-MN(CR,C)-IN	Elastic properties of Geisler alloys NI(CO)-MN(CR,C)-IN and NI(CO)-MN(CR,C)-IN	argos_translate_ru_en	Байгутлин Д.Р., Загребин М.А., Соколовский В.В., Бучельников В.Д.	Ы	Ы			ПАМЯТИ ФОРМЫ. ТРЕТЬЯ МЕЖДУНАРОДНАЯ НАУЧНАЯ КОНФЕРЕНЦИЯ	17-72-20022	61		https://www.elibrary.ru/item.asp?id=35347291	Байгутлин Д.Р., Загребин М.А., Соколовский В.В., Бучельников В.Д. УПРУГИЕ СВОЙСТВА СПЛАВОВ ГЕЙСЛЕРА NI(CO)-MN(CR,C)-IN И NI(CO)-MN(CR,C)-IN. — Челябинский государственный университет. — 2018. — № 17-72-20022. — С. 61. — URL: https://www.elibrary.ru/item.asp?id=35347291.	Baigutlin, D. R., Zagrebin, M. A., Sokolovskii, V. V., & Buchelnikov, V. D. (2018). Elastic properties of Geisler alloys NI(CO)-MN(CR,C)-IN and NI(CO)-MN(CR,C)-IN. Chelyabinskii gosudarstvennyi universitet, (17-72-20022), 61. https://www.elibrary.ru/item.asp?id=35347291	elibrary
61	2018	0		УПРУГИЕ СВОЙСТВА СПЛАВОВ ГЕЙСЛЕРА NI(CO)-MN(CR,C)-IN И NI(CO)-MN(CR,C)-IN	Упругие свойства сплавов Гейслера ni(co)-mn(cr, c)-in и ni(co)-mn(cr, c)-in	Упругие свойства сплавов Гейслера ni(co)-mn(cr, c)-in и ni(co)-mn(cr, c)-in	Elastic properties of Geisler alloys ni(co)-mn(cr, c)-in and ni(co)-mn(cr, c)-in	argos_translate_ru_en	Байгутлин Д.Р., Бучельников В.Д., Соколовский В.В., Загребин М.А.	Ы	Ы				17-72-20022	177		https://www.elibrary.ru/item.asp?id=35377475	Байгутлин Д.Р., Бучельников В.Д., Соколовский В.В., Загребин М.А. Упругие свойства сплавов Гейслера ni(co)-mn(cr, c)-in и ni(co)-mn(cr, c)-in. // В сборнике: Актуальные проблемы микро- и наноэлектроники. Сборник тезисов докладов V Всероссийской научной молодежной конференции с международным участием. Отв. ред. Р.З Бахтизин. 2018. С. 177. URL: https://www.elibrary.ru/item.asp?id=35377475.	Baigutlin, D. R., Buchelnikov, V. D., Sokolovskii, V. V., & Zagrebin, M. A. (2018). Uprugie svoistva splavov Geislera ni(co)-mn(cr, c)-in i ni(co)-mn(cr, c)-in. V sbornike: Aktualnye problemy mikro- i nanoelektroniki. Sbornik tezisov dokladov V Vserossiiskoi nauchnoi molodezhnoi konferentsii s mezhdunarodnym uchastiem. Otv. red. R.Z Bakhtizin, 177. https://www.elibrary.ru/item.asp?id=35377475	eLibrary/RSCI,elibrary
62	2018	1		STRUCTURAL, MAGNETIC AND THERMODYNAMIC PROPERTIES OF MN 3 -X-C (X = GA, SN) COMPOUNDS: AB INITIO STUDY	Structural, magnetic and thermodynamic properties of mn 3 -x-c (x = ga, sn) compounds: ab initio study	Structural, magnetic and thermodynamic properties of mn 3 -x-c (x = ga, sn) compounds: ab initio study	STRUCTURAL, MAGNETIC AND THERMODYNAMIC PROPERTIES OF MN 3 -X-C (X = GA, SN) COMPOUNDS: AB INITIO STUDY	existing_publication	Baygutlin D., Pershukova T., Sokolovskiy V., Zagrebin M., Buchelnikov V.	Physica B: Condensed Matter	Physica B: Condensed Matter	Physica B: Condensed Matter	existing_publication	549	а	94-97	10.1016/j.physb.2017.10.066	https://www.elibrary.ru/item.asp?id=41774940	Baygutlin D., Pershukova T., Sokolovskiy V., Zagrebin M., Buchelnikov V. Structural, magnetic and thermodynamic properties of mn 3 -x-c (x = ga, sn) compounds: ab initio study. // Physica B: Condensed Matter. 2018. Т. 549. С. 94-97. URL: https://www.elibrary.ru/item.asp?id=41774940.	Baygutlin D., Pershukova T., Sokolovskiy V., Zagrebin M., & Buchelnikov V. (2018). Structural, magnetic and thermodynamic properties of mn 3 -x-c (x = ga, sn) compounds: ab initio study. Physica B: Condensed Matter, 549, 94–97. https://www.elibrary.ru/item.asp?id=41774940	eLibrary/RSCI,orcid_public_api,elibrary
	2018			Elastic Properties of Heusler Alloys Ni(Co)-Mn(Cr, C)-In and Ni(Co)-Mn(Cr, C)-Sn	Elastic Properties of Heusler Alloys Ni(Co)-Mn(Cr, C)-In and Ni(Co)-Mn(Cr, C)-Sn	Elastic Properties of Heusler Alloys Ni(Co)-Mn(Cr, C)-In and Ni(Co)-Mn(Cr, C)-Sn	Elastic Properties of Heusler Alloys Ni(Co)-Mn(Cr, C)-In and Ni(Co)-Mn(Cr, C)-Sn	existing_publication	V.V. Sokolovskiy, V.D. Buchelnikov, D.R. Baigutlin, M.A. Zagrebin	SHAPE MEMORY ALLOYS, SMA	SHAPE MEMORY ALLOYS, SMA	SHAPE MEMORY ALLOYS, SMA	existing_publication	9		83-91	10.21741/9781644900017-16	https://publons.com/wos-op/publon/31848118/	V.V. Sokolovskiy, V.D. Buchelnikov, D.R. Baigutlin, M.A. Zagrebin. Elastic Properties of Heusler Alloys Ni(Co)-Mn(Cr, C)-In and Ni(Co)-Mn(Cr, C)-Sn. // SHAPE MEMORY ALLOYS, SMA. — 2018. — Т. 9. — С. 83–91. — DOI: 10.21741/9781644900017-16.	V.V. Sokolovskiy, V.D. Buchelnikov, D.R. Baigutlin, & M.A. Zagrebin (2018). Elastic Properties of Heusler Alloys Ni(Co)-Mn(Cr, C)-In and Ni(Co)-Mn(Cr, C)-Sn. SHAPE MEMORY ALLOYS, SMA, 9, 83–91. https://doi.org/10.21741/9781644900017-16	orcid_public_api,openalex_api
63	2017	0		LARGE CHANGE OF MAGNETIC MOMENT IN NI 13 CO 3 MN 13 SN 3 AND NI 13 CO 3 MN 13 SN 2 AL 1 HEUSLER ALLOYS AT MARTENSITIC TRANSITIONS: INVESTIGATION FROM FIRST PRINCIPLES	Large change of magnetic moment in ni 13 co 3 mn 13 sn 3 and ni 13 co 3 mn 13 sn 2 al 1 heusler alloys at martensitic transitions: investigation from first principles	Large change of magnetic moment in ni 13 co 3 mn 13 sn 3 and ni 13 co 3 mn 13 sn 2 al 1 heusler alloys at martensitic transitions: investigation from first principles	LARGE CHANGE OF MAGNETIC MOMENT IN NI 13 CO 3 MN 13 SN 3 AND NI 13 CO 3 MN 13 SN 2 AL 1 HEUSLER ALLOYS AT MARTENSITIC TRANSITIONS: INVESTIGATION FROM FIRST PRINCIPLES	existing_publication	Buchelnikov V., Sokolovskiy V., Zagrebin M.A., Baygutlin D.	Ы	Ы	2017 IEEE International Magnetics Conference (INTERMAG)	crossref_api			8007735	10.1109/intmag.2017.8007735	https://www.elibrary.ru/item.asp?id=31049682	Buchelnikov V., Sokolovskiy V., Zagrebin M.A., Baygutlin D. Large change of magnetic moment in ni 13 co 3 mn 13 sn 3 and ni 13 co 3 mn 13 sn 2 al 1 heusler alloys at martensitic transitions: investigation from first principles. // В сборнике: 2017 IEEE International Magnetics Conference, INTERMAG 2017. 2017. С. 8007735. URL: https://www.elibrary.ru/item.asp?id=31049682.	Buchelnikov V., Sokolovskiy V., Zagrebin, M. A., & Baygutlin D. (2017). Large change of magnetic moment in ni 13 co 3 mn 13 sn 3 and ni 13 co 3 mn 13 sn 2 al 1 heusler alloys at martensitic transitions: investigation from first principles. V sbornike:, 8007735. https://www.elibrary.ru/item.asp?id=31049682	eLibrary/RSCI,elibrary
